Frequency (Hz),Real,Imag,Magnitude,Magnitude (dB)
2193.0,-7.590569076389871e-13,-1.3751353052062373e-12,3.1414420234402627e-16,-239.99727180662862
2194.0,1.681478520977748e-12,-1.6430820634895807e-12,4.701952225988985e-16,-239.99591689604097
2195.0,9.904148013337596e-13,5.362475188133157e-15,1.980858636895762e-16,-239.99827961843516
2196.0,1.5894464615996408e-12,-1.2722805669484754e-12,4.071873227558222e-16,-239.99646393572394
2197.0,3.3584740558209983e-12,-6.753095311536046e-13,6.851391375914719e-16,-239.99405099477968
2198.0,4.163556632111214e-12,3.2739683693080477e-12,1.0593219097522128e-15,-239.9908037168533
2199.0,1.4518326241896952e-12,-2.30532461943963e-13,2.940042982455516e-16,-239.9974466864365
2200.0,-1.120276865996937e-12,-1.7415391724278134e-12,4.141487146225844e-16,-239.9964034946637
2201.0,-1.2523177818451425e-12,-2.3140738979396893e-12,5.262409270230253e-16,-239.99543033165267
2202.0,4.761514739245183e-13,-1.6451686042772855e-12,3.4253758699565586e-16,-239.99702526577252
2203.0,5.127194325031859e-12,2.683016441281204e-13,1.0268419044600927e-15,-239.99108554062946
2204.0,7.760584788775835e-12,2.1812012541818265e-12,1.6122569916117373e-15,-239.98600739051534
2205.0,1.0417338505113027e-12,3.725232513831053e-12,7.736295417680256e-16,-239.9932829371037
2206.0,6.051669059089375e-13,-1.5304051017204104e-13,1.2484364329209803e-16,-239.9989156895756
2207.0,5.352341728859928e-13,-4.597765099366407e-13,1.4111981560567187e-16,-239.99877433533666
2208.0,-2.811982377696543e-12,-2.1342167144255786e-12,7.060347265286435e-16,-239.99386962415926
2209.0,1.1654071969641126e-12,2.043193418248423e-12,4.704386582375825e-16,-239.99591478257983
2210.0,-8.286759497471406e-13,-3.601353805576485e-13,1.8070985828324117e-16,-239.9984305159208
2211.0,2.212718728730799e-12,-1.1039561759428765e-12,4.945641883872492e-16,-239.99570533194773
2212.0,6.797172217599876e-12,-3.952038226356068e-12,1.5725158987850169e-15,-239.98635202846498
2213.0,2.72307330889832e-12,-1.6345038714851266e-13,5.455948780805568e-16,-239.99526231541265
2214.0,-6.17910847340742e-13,4.079184285282048e-12,8.251438237920312e-16,-239.99283584713294
2215.0,1.1026267064445393e-13,6.602884604088875e-13,1.3388632603619928e-16,-239.9988371559907
2216.0,2.529759597332132e-12,9.310021146460898e-13,5.391270187170932e-16,-239.9953184640724
2217.0,1.5079708654507774e-12,-2.884036937480067e-12,6.508961572416224e-16,-239.99434822697157
2218.0,3.696413076110815e-12,8.91643186526607e-13,7.604866126717114e-16,-239.99339700763664
2219.0,7.81158626290703e-13,4.75552204929581e-12,9.638505851171539e-16,-239.9916321322297
2220.0,1.2312724494546637e-12,3.9905761289771825e-12,8.352419933396212e-16,-239.99274820830382
2221.0,1.8272343362970073e-12,-2.7482332963314037e-12,6.600476216397522e-16,-239.99426879043017
2222.0,-1.1212155934984357e-12,3.7225095120166755e-13,2.3627908733314476e-16,-239.99794794834256
2223.0,-1.2955201590839517e-12,3.860467040645185e-12,8.144096820274353e-16,-239.99292900633392
2224.0,9.238168509538366e-13,-9.950526049518608e-13,2.7155605393566516e-16,-239.99764161428743
2225.0,2.5723708640038406e-12,4.345659492710103e-12,1.0099870947404685e-15,-239.99123179070335
2226.0,9.939334677345463e-13,-1.0472759315087753e-12,2.8876915451622554e-16,-239.99749214507116
2227.0,-1.171094798347818e-12,1.900202361744413e-12,4.464182810905647e-16,-239.9961233253229
2228.0,1.5414782994777518e-12,6.618287609156948e-13,3.3550991976607934e-16,-239.997086286627
2229.0,-9.772001556886768e-13,1.0391793322753342e-13,1.965420139435084e-16,-239.99829302549824
2230.0,-6.938030246645191e-12,-1.4297433798149057e-12,1.4167629277403906e-15,-239.9877028625751
2231.0,-4.607491754944828e-12,4.526378709004038e-12,1.2917752821479382e-15,-239.98878702322696
2232.0,7.997039136699256e-12,-2.2867541962994444e-11,4.845109329553715e-15,-239.95801753795828
2233.0,5.901765070444976e-12,8.930777846452762e-12,2.1409308619328726e-15,-239.98142398870067
2234.0,4.674154220685482e-12,1.2439104921496347e-12,9.673682027280377e-16,-239.9916016080658
2235.0,4.834804160002504e-12,-1.4582994354830138e-12,1.0099894753730377e-15,-239.9912317700463
2236.0,-6.782073259572927e-13,2.2929741415012144e-12,4.782340678193211e-16,-239.99584710461465
2237.0,1.8320552145447293e-12,2.7461137745620108e-12,6.602292684205918e-16,-239.99426721370713
2238.0,2.32236717082591e-12,1.7837725811000812e-12,5.856700059663082e-16,-239.99491442405318
2239.0,1.929577020331688e-12,-5.839441861269389e-13,4.032001135864706e-16,-239.99649855415558
2240.0,2.886573016300864e-13,3.392504092800304e-12,6.809524816740497e-16,-239.99408733478904
2241.0,1.8681696138889214e-13,2.6757137192922953e-12,5.364455045825843e-16,-239.99534174288922
2242.0,-4.09277181443616e-12,4.092122466268431e-12,1.1575188534789728e-15,-239.98995173339245
2243.0,1.089891742450998e-12,-2.9336353752545307e-12,6.259099144511985e-16,-239.99456511625613
2244.0,1.30577304414519e-12,1.6626093136988169e-12,4.228149937177842e-16,-239.99632825180765
2245.0,4.178559406386102e-13,5.066443958720586e-13,1.3134567080730767e-16,-239.99885922091548
2246.0,2.937982308699378e-12,-2.9867837471174045e-13,5.906250525587609e-16,-239.99487141036371
2247.0,-1.0554312717515761e-13,1.6096592705419089e-12,3.226231435551654e-16,-239.9971981829216
2248.0,-1.3996837908204947e-12,-7.436221772316774e-13,3.169913977858964e-16,-239.99724708400493
2249.0,4.018422269131779e-12,9.306152510701274e-13,8.249548418811423e-16,-239.99283748725577
2250.0,8.719665898420167e-13,5.809233484835594e-12,1.1748620244971035e-15,-239.98980126799432
2251.0,-4.025179049660391e-12,1.27443552545553e-12,8.444229340885535e-16,-239.99266853058168
2252.0,-2.541682737119565e-12,-1.4636773902049341e-12,5.866004650106827e-16,-239.9949063469229
2253.0,-5.531175273631861e-14,1.7627143169250685e-12,3.5271638198889337e-16,-239.99693688460624
2254.0,-4.926235238408484e-12,-1.0104586703415058e-12,1.0057598192134306e-15,-239.99126847138257
2255.0,-1.0725339015862403e-12,-6.540665053072464e-12,1.3256036859715684e-15,-239.98849357747406
2256.0,3.623433331388903e-12,2.2239577818857167e-13,7.260503836284692e-16,-239.9936958947683
2257.0,1.811820444203064e-12,-2.804684137864601e-13,3.666800159901862e-16,-239.99681564163325
2258.0,2.293351534156775e-13,-1.5056827264318852e-12,3.0460959179038e-16,-239.99735459759
2259.0,2.2931534885040714e-12,6.574353320823473e-13,4.771068701122891e-16,-239.99585689065503
2260.0,1.0033074130539826e-12,4.845643984875015e-13,2.228388136183308e-16,-239.99806466228398
2261.0,2.399992757627221e-12,1.8332324431012007e-12,6.040101465075536e-16,-239.99475521831843
2262.0,-8.298647825173797e-13,4.378038901239885e-12,8.911991960955161e-16,-239.99226258941235
2263.0,4.920291126643421e-13,-5.198920641210679e-13,1.431615040498422e-16,-239.9987566039765
2264.0,2.26406689241012e-12,4.013935745390851e-12,9.216871282910274e-16,-239.99199801442018
2265.0,-5.2917839022322375e-12,7.55609746850748e-12,1.8449670546815667e-15,-239.98398958458435
2266.0,-8.870360816541414e-12,-2.8136942346575133e-12,1.861184313943981e-15,-239.98384898380405
2267.0,-5.949847653143538e-13,-7.796473240199535e-12,1.5638286588511364e-15,-239.98642736672892
2268.0,1.6144092338021534e-12,9.272752996554185e-13,3.723523415012562e-16,-239.9967663906389
2269.0,-4.260808447171925e-12,-7.935881381698004e-13,8.668164916874954e-16,-239.99247418889433
2270.0,1.2375151336511013e-12,-5.444406788470528e-12,1.1166558822548593e-15,-239.99030626152137
2271.0,4.826838779788045e-13,-3.697680416445082e-12,7.458102758268253e-16,-239.9935243887419
2272.0,2.518311574067389e-12,-2.159971008279866e-12,6.635470726539697e-16,-239.99423841468746
2273.0,2.6692013679317917e-12,-5.421506734235703e-13,5.447407932315176e-16,-239.99526972985728
2274.0,1.0661669807819319e-12,4.616039350497184e-13,2.323609454071871e-16,-239.99798197291827
2275.0,3.130414908025999e-13,-2.452041263526007e-12,4.943885651184958e-16,-239.99570685663812
2276.0,1.4436755705742514e-12,-2.9089431096741165e-12,6.494967026365387e-16,-239.9943603745815
2277.0,1.167743979421571e-12,1.2569881898990336e-12,3.4314109698612175e-16,-239.9970200255479
2278.0,2.1807385763035363e-12,-2.8169214333684866e-12,7.124792516262952e-16,-239.99381368739904
2279.0,1.818049538851523e-12,-2.6937035735057747e-12,6.499644011062765e-16,-239.99435631484192
2280.0,2.038595044631115e-12,-3.2537226915252215e-12,7.679213790314908e-16,-239.99333247938932
2281.0,7.594352854883988e-12,5.57304002974558e-13,1.5229547995422062e-15,-239.98678184546048
2282.0,2.0650188405631433e-12,-1.988220439665819e-12,5.733174802353646e-16,-239.99502165458898
2283.0,4.862170038232419e-13,1.4623050701259352e-12,3.0820402936515065e-16,-239.99732338626532
2284.0,3.3426141562637957e-12,-3.6347669900016532e-12,9.876153192262828e-16,-239.99142591558433
2285.0,5.112197099462566e-12,2.369074716537651e-12,1.1268908411428576e-15,-239.9902174614116
2286.0,4.093244683952381e-12,-2.5414387801555468e-12,9.636091140287736e-16,-239.99163422760154
2287.0,1.3159180639864751e-11,-5.574043423957177e-12,2.8582091960159358e-15,-239.97520932197995
2288.0,1.1549999492707784e-11,1.7149066836951532e-11,4.135180681226787e-15,-239.96415633601177
2289.0,-5.912938517245312e-12,1.5426168955177658e-11,3.3041158002855177e-15,-239.97134812334303
2290.0,-9.611089556719744e-12,-1.5822444194800728e-12,1.948091782953392e-15,-239.98309555013748
2291.0,6.455608026919385e-14,-3.945454920045569e-12,7.891966044937474e-16,-239.99314782889024
2292.0,-1.456284451632017e-12,1.2530690581818915e-12,3.8423672227615185e-16,-239.9966632032543
2293.0,-1.8322433505522394e-12,5.462049690032474e-13,3.823849141274658e-16,-239.99667928169245
2294.0,2.8969671260242458e-12,-3.3818744524185894e-13,5.833280132955863e-16,-239.99493475445996
2295.0,4.121718340848311e-12,1.196280140021736e-12,8.583623536641338e-16,-239.99254755731732
2296.0,1.0158950494170006e-13,5.869409933006332e-13,1.1913356489772874e-16,-239.9989652806368
2297.0,1.3254077949590188e-12,1.981073808726012e-12,4.767120413229905e-16,-239.99586031845956
2298.0,3.1881672779003167e-12,1.0142751845919194e-12,6.691237476566883e-16,-239.99419000855855
2299.0,-3.202629743512508e-12,4.148195394286347e-12,1.0481290436431852e-15,-239.99090083451767
2300.0,1.5843492873673286e-13,2.8919390014105765e-13,6.594990175052868e-17,-239.9994271853201
2301.0,9.122587171516205e-13,-6.941521556837397e-13,2.2926518987927525e-16,-239.99800885610412
2302.0,5.561176957049986e-12,1.7182519421869077e-12,1.1641147518084775e-15,-239.989894508575
2303.0,5.223332522739531e-13,2.012129430799973e-12,4.1576420590149457e-16,-239.99638946850496
2304.0,-2.9590880083814105e-12,9.27537793131588e-12,1.9471911833211275e-15,-239.98310335744065
2305.0,-3.76766836760846e-12,-2.2623092553682938e-12,8.789395450246268e-16,-239.9923689812244
2306.0,9.380262092444643e-13,1.0808273540586548e-12,2.8622235681448595e-16,-239.997514259917
2307.0,7.338032983233445e-13,4.4566808976206697e-13,1.717075801311508e-16,-239.99850869493946
2308.0,-1.1185117956299169e-12,-5.292763633065179e-13,2.474835029425787e-16,-239.99785065155936
2309.0,7.099619732993506e-13,1.2056233321164505e-12,2.798266336483846e-16,-239.99756979674427
2310.0,-2.0303231659677237e-12,1.8486569459805183e-12,5.491719097764275e-16,-239.99523126270785
2311.0,-5.711122620270741e-13,-1.2474960903520548e-12,2.74402311308148e-16,-239.99761689875683
2312.0,2.7811645472080498e-12,5.131648904458016e-13,5.656222924685063e-16,-239.99508845609924
2313.0,7.463320931732509e-13,-3.4774089775892256e-13,1.6467365609283682e-16,-239.99856978055337
2314.0,1.2477011682584508e-12,1.7861148415291014e-12,4.3575059070087464e-16,-239.99621594285216
2315.0,2.2406672491825618e-12,1.4656055139100866e-12,5.354844253183466e-16,-239.9953500862459
2316.0,-6.123833441306626e-14,1.9612864924415217e-12,3.9244845975160883e-16,-239.9965919046971
2317.0,2.8793104431816343e-12,-4.649869870020314e-13,5.833229474757888e-16,-239.99493479843545
2318.0,3.0604267375472453e-12,5.8524243433529534e-12,1.3208646033649977e-15,-239.98853468622605
2319.0,-5.406543798019383e-12,1.7741115507783625e-12,1.1380366889429716e-15,-239.99012075931932
2320.0,7.611825288960372e-12,1.5091644632650948e-12,1.5519982165819502e-15,-239.9865299648059
2321.0,-2.479249291984971e-12,1.2211859530903828e-11,2.4921973457520146e-15,-239.97837997840242
2322.0,-6.321669139980511e-12,5.648571511426361e-12,1.6955218764153936e-15,-239.98528535508157
2323.0,-1.245525956311204e-11,2.764943976685677e-12,2.5516928183361284e-15,-239.97786450728327
2324.0,-8.361858512058056e-13,-9.413462154375672e-12,1.8901055685820287e-15,-239.98359824727075
2325.0,1.1768806496733777e-12,5.90248656079553e-12,1.2037341178839697e-15,-239.9895507860752
2326.0,-1.0423663733170694e-11,-2.1841168147217194e-12,2.1300059331613905e-15,-239.98151867921766
2327.0,-2.8923214897041797e-13,-6.99101868192107e-12,1.3993998348859051e-15,-239.98785346442375
2328.0,1.0642448368810434e-12,-2.9243618790341523e-12,6.22398890499529e-16,-239.99459559360014
2329.0,-4.743952587497131e-13,-6.427791845771026e-14,9.574602076858617e-17,-239.99916840044085
2330.0,3.0544614559818016e-13,-8.723307415510292e-13,1.8485218641019676e-16,-239.99839454269107
2331.0,1.863138602409913e-12,-3.744402186547083e-13,3.8007846185418865e-16,-239.99669930764784
2332.0,-1.352566957187907e-13,-2.4258092031767485e-12,4.859154109082682e-16,-239.9957804174645
2333.0,1.7117414703771046e-12,6.381780499978668e-13,3.653672171888361e-16,-239.99682704028658
2334.0,-8.704607715682997e-13,9.170726700644003e-13,2.5288133478122327e-16,-239.9978037783146
2335.0,-2.0577865935196675e-12,-2.537250280086921e-12,6.533643592443787e-16,-239.99432680241296
2336.0,2.9718188808634325e-12,1.1455708479599687e-12,6.369941923864645e-16,-239.99446890019712
2337.0,5.309791726560996e-13,1.602634284966346e-12,3.3766110425360796e-16,-239.9970676079629
2338.0,3.058540521643543e-12,-1.7793742356351835e-12,7.076960588551515e-16,-239.99385520420302
2339.0,-9.347826646226843e-13,3.931058410451117e-12,8.08134613946403e-16,-239.99298346670057
2340.0,-2.57512609926863e-12,5.329356182488756e-13,5.259389622506696e-16,-239.99543295310622
2341.0,-1.5708383134243948e-12,-1.5756101782092391e-12,4.44975524747083e-16,-239.99613585136245
2342.0,-1.1066142776702963e-13,-1.823293757010811e-12,3.6532977299694776e-16,-239.9968273654039
2343.0,-1.466424436944265e-12,-7.251122955192976e-13,3.2718120180600657e-16,-239.99715860498964
2344.0,2.2277463900332614e-13,-7.699372777098245e-13,1.6030370568271685e-16,-239.99860773129382
2345.0,1.0076545265156482e-12,1.1719713307341742e-12,3.09120328989881e-16,-239.99731542984375
2346.0,-1.5272119777761014e-12,-2.6519788462274676e-13,3.1001331217037573e-16,-239.99730767589074
2347.0,1.990602577161809e-12,-1.5171804982943107e-12,5.00573082960233e-16,-239.99565316530908
2348.0,-3.1617289814986874e-12,-2.493905622975507e-13,6.343098865700207e-16,-239.99449220097
2349.0,3.958785980830187e-12,1.0750546631104373e-12,8.204322999661367e-16,-239.992876737265
2350.0,3.1030553426260157e-12,-1.8208548948657542e-13,6.2167861745057385e-16,-239.99460184592317
2351.0,-2.064731545716513e-12,2.9001848134002607e-12,7.120165253069455e-16,-239.99381770372818
2352.0,-1.4954791430490885e-12,-2.3153132450430927e-13,3.02659189288649e-16,-239.9973715334286
2353.0,3.775027390366321e-12,-8.41155346672222e-13,7.73521146840892e-16,-239.99328387788233
2354.0,-4.827491627243286e-12,3.095449275993331e-13,9.674811310471437e-16,-239.99160062813087
2355.0,1.594152422236746e-12,3.791427880475608e-12,8.22587316171871e-16,-239.99285803439665
2356.0,-6.775231110040736e-12,-1.1605185163944212e-12,1.3747808526650075e-15,-239.9880670059849
2357.0,3.0253452991399054e-13,5.034130539952614e-13,1.1746520245981194e-16,-239.99897977013472
2358.0,-1.4693628449627943e-12,-5.200487769830372e-12,1.0808163620951049e-15,-239.99061721797912
2359.0,8.285787336570992e-15,2.254896079597058e-12,4.509822605847804e-16,-239.9960837008802
2360.0,-1.0701444543233377e-12,1.972134863530064e-12,4.487549475190101e-16,-239.99610303837636
2361.0,-8.230002874083524e-15,-2.04529639791338e-12,4.0906259121385105e-16,-239.99644765399407
2362.0,-2.5785280168089514e-12,-3.118373849172959e-12,8.092728142394129e-16,-239.99297358840704
2363.0,1.2076043444889567e-13,-2.060551257925257e-12,4.1281737216670745e-16,-239.9964150537778
2364.0,1.1897883045488554e-12,-5.7562004736554255e-12,1.1755754353090606e-15,-239.98979507866053
2365.0,1.678663553777608e-12,1.7236175415411861e-12,4.811972051577088e-16,-239.99582137947152
2366.0,-1.456643032784868e-13,2.0070863699622354e-12,4.024730443514343e-16,-239.99650486685573
2367.0,2.0153514540523937e-12,1.318376523751396e-13,4.039318085981784e-16,-239.99649220129726
2368.0,-2.034439247703348e-12,-1.964350393244139e-12,5.656011145687098e-16,-239.99508863994413
2369.0,-1.8079190719893127e-12,2.812903721207568e-12,6.687600082434978e-16,-239.99419316584692
2370.0,-6.668904348306461e-12,-3.708735024404691e-12,1.526158585312901e-15,-239.9867540600912
2371.0,-2.43156208337664e-14,-6.64564766139491e-12,1.3291384290407099e-15,-239.9884629157853
2372.0,7.62665308244187e-12,-7.748210898182602e-12,2.1744020728709374e-15,-239.98113388739822
2373.0,5.7251444940014746e-12,4.269976021480977e-12,1.4284253526344022e-15,-239.98760170794154
2374.0,-1.0251711688068636e-12,-2.9775471872161312e-12,6.298178523176847e-16,-239.9945311936379
2375.0,-3.320450972217028e-13,-3.810948583932988e-13,1.010914907759854e-16,-239.99912197484747
2376.0,3.5181645107512382e-12,1.99667666483382e-12,8.090537492305787e-16,-239.99297548964313
2377.0,-1.5089803854626587e-12,-1.833731508831615e-12,4.749565474943115e-16,-239.99587555923316
2378.0,2.056955498343232e-12,-3.850708600379032e-12,8.731328111392333e-16,-239.99241937372844
2379.0,3.662119543007933e-12,2.1392003462883592e-12,8.482286877685962e-16,-239.99263550217796
2380.0,1.5540167362953496e-12,-6.790646647784363e-13,3.3918118082444963e-16,-239.9970544092123
2381.0,2.8453025252975744e-12,-4.1860309097005667e-13,5.751860571409721e-16,-239.99500543365113
2382.0,1.221364548903712e-12,2.3588817269341675e-12,5.312646934620327e-16,-239.9953867188322
2383.0,-5.1822707966481785e-14,-6.91831922672509e-13,1.3875402729862938e-16,-239.99879488143765
2384.0,3.416971072977362e-12,-2.205166156122428e-12,8.133498408353401e-16,-239.99293820451132
